0.417000, 7.459799, 2.369812, -1.841956, 4.023746, -1.175839, -2.757240, 4.026656, 0.000000, 0.000000, 0.000000, -0.817177, -1.223132, -0.237267, -1.372481, 0.550597, -0.182281, -2.865826, -3.788270, -1.190605, 0.776425, 0.005148, -0.017916, 0.629927, 0.000000, 0.000000, 0.000000, 139.062500, 138.000443, 5.562500, 27.500000, 0.000000, 
0.417000, 7.482845, 0.264650, 0.392535, 0.934564, 0.466052, -0.200549, 0.916564, 0.000000, 0.000000, 0.000000, -0.811078, -1.214085, -0.215729, -1.346169, 0.583038, -0.162027, -2.884518, -3.816250, -1.195577, 0.767590, 0.006966, -0.017070, 0.640670, 0.000000, 0.000000, 0.000000, 139.062500, 138.006134, 5.562500, 27.500000, 0.000000, 
0.417000, 7.580303, -2.023050, -0.271639, -0.901563, -0.630811, 1.963145, -0.852872, 0.000000, 0.000000, 0.000000, -0.871024, -1.180485, -0.273431, -1.316008, 0.669214, -0.217327, -2.964910, -3.931522, -1.219595, 0.762684, 0.006398, -0.018069, 0.646480, 0.000000, 0.000000, 0.000000, 139.062500, 138.054794, 5.562500, 27.500000, 0.000000, 
0.417000, 7.688723, 0.182637, 0.943166, 1.001208, 0.935869, -0.009227, 1.024387, 0.000000, 0.000000, 0.000000, -0.927131, -1.209161, -0.014949, -1.342209, 0.718780, -0.060475, -3.063757, -4.061805, -1.237127, 0.762029, -0.000824, 0.015109, 0.647360, 0.000000, 0.000000, 0.000000, 139.062500, 138.116165, 5.562500, 27.500000, 0.000000, 
0.417000, 7.786570, 0.452687, 0.113193, -0.988608, 0.269150, -0.461596, -0.953705, 0.000000, 0.000000, 0.000000, -0.829433, -1.219333, -0.253780, -1.299974, 0.627010, -0.395000, -3.148430, -4.180282, -1.253311, 0.757333, -0.017895, 0.045249, 0.651207, 0.000000, 0.000000, 0.000000, 139.062500, 138.164764, 5.562500, 27.500000, 0.000000, 
0.417000, 7.883440, -0.349935, -0.694894, -0.331259, -0.706931, 0.242995, -0.395290, 0.000000, 0.000000, 0.000000, -0.847324, -1.264577, -0.290355, -1.341113, 0.656576, -0.414374, -3.229310, -4.301001, -1.279655, 0.753978, -0.019720, 0.037250, 0.655540, 0.000000, 0.000000, 0.000000, 139.062500, 138.200424, 5.562500, 27.500000, 0.000000, 
0.417000, 7.993600, -0.104085, -0.357706, -0.027949, -0.364469, 0.058031, -0.057971, 0.000000, 0.000000, 0.000000, -0.859688, -1.278970, -0.270005, -1.349866, 0.688305, -0.389599, -3.323919, -4.440780, -1.310006, 0.749213, -0.020019, 0.035201, 0.661084, 0.000000, 0.000000, 0.000000, 139.187500, 138.240524, 5.567500, 27.500000, 0.000000, 
0.417000, 8.090727, 0.040822, -0.366464, -0.520737, -0.316404, -0.086639, -0.547270, 0.000000, 0.000000, 0.000000, -0.857327, -1.313079, -0.292964, -1.370598, 0.704108, -0.413117, -3.407372, -4.566863, -1.336818, 0.744289, -0.023002, 0.033854, 0.666596, 0.000000, 0.000000, 0.000000, 139.187500, 138.279099, 5.567500, 27.500000, 0.000000, 
0.417000, 8.188727, -0.141146, -0.156170, 0.023664, -0.170062, 0.125971, 0.008984, 0.000000, 0.000000, 0.000000, -0.865816, -1.332902, -0.280636, -1.383202, 0.730778, -0.397106, -3.491929, -4.696581, -1.364731, 0.739260, -0.019999, 0.032931, 0.672311, 0.000000, 0.000000, 0.000000, 139.187500, 138.314041, 5.567500, 27.500000, 0.000000, 
0.417000, 8.300716, 0.057552, -0.314696, 0.238146, -0.325534, -0.078590, 0.216583, 0.000000, 0.000000, 0.000000, -0.871633, -1.362171, -0.276044, -1.402869, 0.755673, -0.390292, -3.589535, -4.847440, -1.395922, 0.734054, -0.018476, 0.031946, 0.678082, 0.000000, 0.000000, 0.000000, 139.187500, 138.351685, 5.567500, 27.500000, 0.000000, 
0.417000, 8.407951, -0.180187, -0.236020, -1.483609, -0.147003, 0.148311, -1.498541, 0.000000, 0.000000, 0.000000, -0.892378, -1.383422, -0.357768, -1.393858, 0.826386, -0.460860, -3.683688, -4.995183, -1.428442, 0.721687, -0.017149, 0.028365, 0.691419, 0.000000, 0.000000, 0.000000, 138.937500, 138.375214, 5.557500, 27.500000, 0.000000, 
0.417000, 8.504467, -0.037776, -0.685046, 0.566154, -0.695606, 0.044969, 0.552579, 0.000000, 0.000000, 0.000000, -0.902894, -1.424197, -0.333321, -1.418227, 0.896931, -0.372501, -3.770614, -5.130474, -1.463672, 0.707326, -0.001778, 0.011537, 0.706786, 0.000000, 0.000000, 0.000000, 138.937500, 138.379623, 5.557500, 27.500000, 0.000000, 
0.417000, 8.603593, 0.242120, -0.083795, -1.270864, -0.092491, -0.243712, -1.269945, 0.000000, 0.000000, 0.000000, -0.884955, -1.449635, -0.363740, -1.407045, 0.948579, -0.370494, -3.858629, -5.273410, -1.497455, 0.690769, 0.000896, 0.002232, 0.723066, 0.000000, 0.000000, 0.000000, 138.937500, 138.385056, 5.557500, 27.500000, 0.000000, 
0.417000, 8.698313, -0.040929, -0.122738, -0.769382, -0.134798, 0.040167, -0.767394, 0.000000, 0.000000, 0.000000, -0.887451, -1.495699, -0.334411, -1.435112, 0.987814, -0.318031, -3.942439, -5.413473, -1.530352, 0.681388, 0.011453, -0.002301, 0.731823, 0.000000, 0.000000, 0.000000, 138.937500, 138.390991, 5.557500, 27.500000, 0.000000, 
0.417000, 8.806386, 0.119118, 0.447042, -0.284045, 0.426566, -0.157908, -0.296344, 0.000000, 0.000000, 0.000000, -0.869278, -1.528738, -0.295439, -1.442219, 1.019323, -0.246781, -4.038292, -5.577127, -1.566118, 0.671445, 0.003240, -0.013419, 0.740920, 0.000000, 0.000000, 0.000000, 139.312500, 138.417465, 5.572500, 27.500000, 0.000000, 
0.417000, 8.905507, -0.639592, -0.283364, 0.221452, -0.198531, 0.660164, 0.251344, 0.000000, 0.000000, 0.000000, -0.907671, -1.601238, -0.278160, -1.491706, 1.097170, -0.190198, -4.126979, -5.732948, -1.593746, 0.664194, 0.000998, -0.024139, 0.747165, 0.000000, 0.000000, 0.000000, 139.312500, 138.451706, 5.572500, 27.500000, 0.000000, 
0.417000, 9.015962, -0.022251, 0.243441, -0.500766, 0.227660, 0.008918, -0.508539, 0.000000, 0.000000, 0.000000, -0.899907, -1.690355, -0.288373, -1.569307, 1.117432, -0.197109, -4.226953, -5.916783, -1.624974, 0.660126, 0.000596, -0.024260, 0.750757, 0.000000, 0.000000, 0.000000, 139.312500, 138.488312, 5.572500, 27.500000, 0.000000, 
0.417000, 9.126108, 1.867088, 0.467634, -0.711509, 0.101667, -1.891770, -0.788509, 0.000000, 0.000000, 0.000000, -0.871537, -1.703447, -0.345488, -1.527497, 1.175645, -0.255384, -4.324944, -6.104660, -1.659053, 0.640091, -0.001056, -0.024273, 0.767910, 0.000000, 0.000000, 0.000000, 139.312500, 138.519348, 5.572500, 27.500000, 0.000000, 
0.417000, 9.223242, -0.181983, -0.717238, -0.321257, -0.681730, 0.320296, -0.288788, 0.000000, 0.000000, 0.000000, -0.907230, -1.756905, -0.360630, -1.572865, 1.222425, -0.267470, -4.411001, -6.272728, -1.693866, 0.639581, 0.000072, -0.024009, 0.768343, 0.000000, 0.000000, 0.000000, 139.000000, 138.518555, 5.560000, 27.500000, 0.000000, 
0.417000, 9.320956, -1.473426, 1.196225, -0.116821, 1.406568, 1.271567, -0.142167, 0.000000, 0.000000, 0.000000, -0.912534, -1.772675, -0.366560, -1.622289, 1.190534, -0.245362, -4.499142, -6.446442, -1.729071, 0.648852, 0.007458, -0.029310, 0.760308, 0.000000, 0.000000, 0.000000, 139.000000, 138.517456, 5.560000, 27.500000, 0.000000, 
0.417000, 9.419351, -0.132188, -0.262101, -0.112277, -0.239318, 0.178502, -0.098177, 0.000000, 0.000000, 0.000000, -0.920939, -1.812826, -0.365217, -1.641548, 1.225271, -0.267979, -4.589436, -6.623064, -1.764970, 0.644635, -0.000781, -0.024640, 0.764088, 0.000000, 0.000000, 0.000000, 139.000000, 138.515701, 5.560000, 27.500000, 0.000000, 
0.417000, 9.520752, -0.305317, 0.003170, -0.087499, 0.054374, 0.303188, -0.077484, 0.000000, 0.000000, 0.000000, -0.934562, -1.849371, -0.365941, -1.665415, 1.258760, -0.263316, -4.683405, -6.809299, -1.802043, 0.641435, -0.000194, -0.025362, 0.766752, 0.000000, 0.000000, 0.000000, 139.000000, 138.512970, 5.560000, 27.500000, 0.000000, 
0.417000, 9.620466, -0.209010, -0.482369, -0.083262, -0.436188, 0.299663, -0.056878, 0.000000, 0.000000, 0.000000, -0.948673, -1.903485, -0.365299, -1.698860, 1.305525, -0.257076, -4.777388, -6.997000, -1.838391, 0.636159, 0.000186, -0.025962, 0.771116, 0.000000, 0.000000, 0.000000, 138.937500, 138.506851, 5.557500, 27.500000, 0.000000, 
0.417000, 9.730974, -0.145429, -0.525030, -0.473193, -0.497661, 0.266713, -0.449341, 0.000000, 0.000000, 0.000000, -0.955488, -1.957805, -0.369237, -1.729928, 1.347920, -0.269584, -4.883095, -7.210135, -1.878437, 0.630359, -0.000084, -0.023410, 0.775945, 0.000000, 0.000000, 0.000000, 138.937500, 138.501801, 5.557500, 27.500000, 0.000000, 
0.417000, 9.828056, -0.136413, -0.471295, -0.211039, -0.436002, 0.242843, -0.190234, 0.000000, 0.000000, 0.000000, -0.971022, -2.003344, -0.364338, -1.752206, 1.395697, -0.265962, -4.976803, -7.402503, -1.913714, 0.625008, 0.000774, -0.022405, 0.780291, 0.000000, 0.000000, 0.000000, 138.937500, 138.497513, 5.557500, 27.500000, 0.000000, 
